wordpress_title,royal_road_title,url,same,slug
1.08 R,1.08 R,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/113299/108-r,TRUE,1-08-r
1.32,1.32,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/113300/132,TRUE,1-32
1.33,1.33,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/113301/133,TRUE,1-33
1.09 R,1.09 R,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/113302/109-r,TRUE,1-09-r
1.10 R,1.10 R,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/113303/110-r,TRUE,1-10-r
1.34,1.34,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/113304/134,TRUE,1-34
1.35,1.35,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/113305/135,TRUE,1-35
1.11 R,1.11 R,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/113306/111-r,TRUE,1-11-r
1.12 R,1.12 R,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/113307/112-r,TRUE,1-12-r
1.36,1.36,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/113308/136,TRUE,1-36
1.37,1.37,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/114063/137,TRUE,1-37
1.38,1.38,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/114725/138,TRUE,1-38
1.39,1.39,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/115582/139,TRUE,1-39
1.40,1.40,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/116030/140,TRUE,1-40
1.13 R,1.13 R,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/116969/113-r,TRUE,1-13-r
1.41,1.41,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/117575/141,TRUE,1-41
1.00 H,1.00 H,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/118372/100-h,TRUE,1-00-h
1.01 H,1.01 H,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/118927/101-h,TRUE,1-01-h
1.02 H,1.02 H,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/119579/102-h,TRUE,1-02-h
1.42,1.42,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/120147/142,TRUE,1-42
1.43,1.43,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/121000/143,TRUE,1-43
1.44,1.44,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/121486/144,TRUE,1-44
1.45,1.45,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/122274/145,TRUE,1-45
Interlude,Interlude,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/122812/interlude,TRUE,interlude-2
2.00,2.01,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/123656/201,FALSE,2-01
2.01,2.02,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/124190/202,FALSE,2-02
2.02,2.03,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/124846/203,FALSE,2-03
2.03,2.04,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/125478/204,FALSE,2-04
2.04,2.05,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/126197/205,FALSE,2-05
2.05,2.06,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/126733/206,FALSE,2-06
2.06,2.07,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/127502/207,FALSE,2-07
2.07,2.08,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/128038/208,FALSE,2-08
2.08,2.09,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/128761/209,FALSE,2-09
2.10 T,2.00 T,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/129550/200-t,FALSE,2-00-t
2.09,2.10,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/129407/210,FALSE,2-10
2.11,2.11,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/129746/211,TRUE,2-11
2.12,2.12,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/129948/212,TRUE,2-12
2.13,2.13,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/130118/213,TRUE,2-13
2.14 G,2.00 G,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/130333/200-g,FALSE,2-00-g
S01 – Mating Rituals,S01 - Mating Rituals,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/130437/s01-mating-rituals,FALSE,side-story-mating-rituals
2.15,2.14,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/130683/214,FALSE,2-14
2.16,2.15,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/131555/215,FALSE,2-15
2.17,2.16,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/132106/216,FALSE,2-16
1.00 C,1.00 C,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/137446/100-c,TRUE,1-00-c
2.18,2.17,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/132584/217,FALSE,2-17
1.01 C,1.01 C,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/137641/101-c,TRUE,1-01-c
2.19 G,2.01 G,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/132942/201-g,FALSE,2-01-g
2.20,2.18,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/133516/218,FALSE,2-18
2.21,2.19,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/133890/219,FALSE,2-19
2.22 K,2.00 K,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/134447/200-k,FALSE,2-00-k
2.23,2.20,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/135030/220,FALSE,2-20
2.24 T,2.01 T,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/135892/201-t,FALSE,2-01-t
2.25,2.21,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/136456/221,FALSE,2-21
2.26,2.22,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/137249/222,FALSE,2-22
2.27 G,2.02 G,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/137762/202-g,FALSE,2-02-g
2.28,2.23,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/138189/223,FALSE,2-23
2.29,2.24,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/138562/224,FALSE,2-24
2.30,2.25,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/139209/225,FALSE,2-25
S02 – The Antinium Wars (Pt.1),S02 – The Antinium Wars (Pt.1),https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/145560/s02-the-antinium-wars-pt1,TRUE,s02-the-antinium-wars-pt-1
2.31,2.26,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/139932/226,FALSE,2-26
S02 – The Antinium Wars (Pt.2),S02 – The Antinium Wars (Pt.2),https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/145729/s02-the-antinium-wars-pt2,TRUE,s02-the-antinium-wars-pt-2
2.32 H,2.00 H,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/140545/200-h,FALSE,2-00-h
2.33,2.27,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/140992/227,FALSE,2-27
2.34,2.28,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/141378/228,FALSE,2-28
2.35,2.29,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/141977/229,FALSE,2-29
2.36 G,2.03 G,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/142790/203-g,FALSE,2-03-g
2.37,2.30,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/143413/230,FALSE,2-30
2.38,2.31,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/144417/231,FALSE,2-31
Interlude,Interlude,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/145137/interlude,TRUE,interlude-3
2.39,2.32,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/145951/232,FALSE,2-32
S03 – Wistram Days (Pt. 1),S03 – Wistram Days (Pt. 1),https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/150678/s03-wistram-days-pt-1,TRUE,s03-wistram-days-pt-1
2.40,2.33,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/146490/233,FALSE,2-33
2.41,2.34,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/147428/234,FALSE,2-34
2.42,2.35,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/148026/235,FALSE,2-35
2.43,2.36,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/148883/236,FALSE,2-36
1.00 D,1.00 D,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/157518/100-d,TRUE,1-00-d
1.01 D,1.01 D,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/157662/101-d,TRUE,1-01-d
2.44,2.37,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/149558/237,FALSE,2-37
2.45,2.38,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/150311/238,FALSE,2-38
2.46,2.39,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/150856/239,FALSE,2-39
2.47,2.40,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/151713/240,FALSE,2-40
2.48,2.41,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/152391/241,FALSE,2-41
3.00 E,3.00 E,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/153328/300-e,TRUE,3-00-e
3.01 E,3.01 E,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/154082/301-e,TRUE,3-01-e
3.02 H,3.02 H,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/155009/302-h,TRUE,3-02-h
3.03,3.03,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/155634/303,TRUE,3-03
3.04,3.04,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/156603/304,TRUE,3-04
3.05 L,3.05 L,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/157217/305-l,TRUE,3-05-l
3.06 L,3.06 L,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/158090/306-l,TRUE,3-06-l
3.07 H,3.07 H,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/158691/307-h,TRUE,3-07-h
3.08 H,3.08 H,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/159558/308-h,TRUE,3-08-h
S03 – Wistram Days (Pt. 2),S03 – Wistram Days (Pt. 2),https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/164489/s03-wistram-days-pt-2,TRUE,s03-wistram-days-pt-2
3.09,3.09,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/160189/309,TRUE,3-09
3.10,3.10,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/161001/310,TRUE,3-10
3.11 E,3.11 E,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/161649/311-e,TRUE,3-11-e
3.12 E,3.12 E,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/162356/312-e,TRUE,3-12-e
3.13,3.13,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/162978/313,TRUE,3-13
3.14,3.14,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/163720/314,TRUE,3-14
3.15,3.15,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/164317/315,TRUE,3-15
3.16,3.16,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/164692/316,TRUE,3-16
3.17 T,3.17 T,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/164903/317-t,TRUE,3-17-t
3.18 T,3.18 T,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/165096/318-t,TRUE,3-18-t
3.19 T,3.19 T,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/165749/319-t,TRUE,3-19-t
3.20 T,3.20 T,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/166504/320-t,TRUE,3-20-t
3.21 L,3.21 L,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/167236/321-l,TRUE,3-21-l
3.22 L,3.22 L,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/168030/322-l,TRUE,3-22-l
3.23 L,3.23 L,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/168713/323-l,TRUE,3-23-l
3.24,3.24,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/169494/324,TRUE,3-24
3.25,3.25,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/170126/325,TRUE,3-25
3.26 G,3.26 G,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/170853/326-g,TRUE,3-26-g
3.27 M,3.27 M,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/170854/327-m,TRUE,3-27-m
3.28 G,3.28 G,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/171439/328-g,TRUE,3-28-g
3.29 G,3.29 G,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/172222/329-g,TRUE,3-29-g
3.30,3.30,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/172869/330,TRUE,3-30
3.31 G,3.31 G,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/173631/331-g,TRUE,3-31-g
S03 – Wistram Days (Pt. 3),Wistram Days (Pt. 3),https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/174294/wistram-days-pt-3,FALSE,wistram-days-pt-3
S03 – Wistram Days (Pt. 4),Wistram Days (Pt. 4),https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/174295/wistram-days-pt-4,FALSE,wistram-days-pt-4
S03 – Wistram Days (Pt. 5),Wistram Days (Pt. 5),https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/175011/wistram-days-pt-5,FALSE,wistram-days-pt-5
S03 – Wistram Days (Pt. 6),Wistram Days (Pt. 6),https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/175626/wistram-days-pt-6,FALSE,wistram-days-pt-6
S03 – Wistram Days (Pt. 7),Wistram Days (Pt. 7),https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/176366/wistram-days-pt-7,FALSE,wistram-days-pt-7
3.32,3.32,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/176924/332,TRUE,3-32
3.33,3.33,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/177757/333,TRUE,3-33
3.34,3.34,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/178377/334,TRUE,3-34
3.35,3.35,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/179231/335,TRUE,3-35
3.36,3.36,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/179825/336,TRUE,3-36
3.37,3.37,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/180531/337,TRUE,3-37
3.38,3.38,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/181167/338,TRUE,3-38
3.39,3.39,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/181974/339,TRUE,3-39
3.40,3.40,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/182364/340,TRUE,3-40
3.41,3.41,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/182365/341,TRUE,3-41
3.42,3.42,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/183462/342,TRUE,3-42
Interlude,Interlude,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/184019/interlude,TRUE,interlude-4
4.00 K,4.00 K,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/185544/400-k,TRUE,4-00-k
4.01 K,4.01 K,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/186456/401-k,TRUE,4-01-k
4.02 K,4.02 K,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/187249/402-k,TRUE,4-02-k
4.03 K,4.03 K,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/188165/403-k,TRUE,4-03-k
4.04 K,4.04 K,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/188951/404-k,TRUE,4-04-k
4.05 K,4.05 K,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/189915/405-k,TRUE,4-05-k
4.06 KM,4.06 KM,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/190711/406-km,TRUE,4-06-km
4.07,4.07,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/191747/407,TRUE,4-07
4.08 T,4.08 T,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/191748/408-t,TRUE,4-08-t
4.09,4.09,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/192551/409,TRUE,4-09
4.10,4.10,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/193466/410,TRUE,4-10
4.11,4.11,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/194194/411,TRUE,4-11
4.12,4.12,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/195095/412,TRUE,4-12
4.13 L,4.13 L,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/195743/413-l,TRUE,4-13-l
4.14 L,4.14 L,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/196614/414-l,TRUE,4-14-l
4.15 L,4.15 L,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/196615/415-l,TRUE,4-15-l
4.16,4.16,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/197365/416,TRUE,4-16
4.17,4.17,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/198278/417,TRUE,4-17
1.02 D,1.02 D,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/198279/102-d,TRUE,1-02-d
1.03 D,1.03 D,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/199056/103-d,TRUE,1-03-d
1.04 D,1.04 D,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/199937/104-d,TRUE,1-04-d
1.05 D,1.05 D,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/199936/105-d,TRUE,1-05-d
1.06 D,1.06 D,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/200653/106-d,TRUE,1-06-d
4.18,4.18,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/201619/418,TRUE,4-18
4.19,4.19,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/202322/419,TRUE,4-19
4.20 E,4.20 E,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/203180/420-e,TRUE,4-20-e
4.21 E,4.21 E,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/203885/421-e,TRUE,4-21-e
4.22 E,4.22 E,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/204821/422-e,TRUE,4-22-e
4.23 E,4.23 E,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/204822/423-e,TRUE,4-23-e
4.24,4.24,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/205579/424,TRUE,4-24
4.25 N,4.25 N,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/206449/425-n,TRUE,4-25-n
4.26 M,4.26 M,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/207204/426-m,TRUE,4-26-m
4.27 H,4.27 H,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/208161/427-h,TRUE,4-27-h
4.28,4.28,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/208843/428,TRUE,4-28
4.29,4.29,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/209818/429,TRUE,4-29
4.30,4.30,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/210658/430,TRUE,4-30
4.31,4.31,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/211673/431,TRUE,4-31
4.32 G,4.32 G,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/212373/432-g,TRUE,4-32-g
1.02 C,1.02 C,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/213494/102-c,TRUE,1-02-d-2
1.03 C,1.03 C,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/213495/103-c,TRUE,1-03-d-2
1.04 C,1.04 C,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/214148/104-c,TRUE,1-04-c
1.05 C,1.05 C,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/214149/105-c,TRUE,1-05-c
4.33,4.33,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/215113/433,TRUE,4-33
4.34,4.34,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/215915/434,TRUE,4-34
4.35 E,4.35 E,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/217020/435-e,TRUE,4-35-e
4.36 O,4.36 O,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/217776/436-o,TRUE,4-36-o
4.37 O,4.37 O,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/217777/437-o,TRUE,4-37-o
4.38 B,4.38 B,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/218795/438-b,TRUE,4-38-n
4.39 G,4.39 G,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/219608/439-g,TRUE,4-39-g
4.40 L,4.40 L,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/220756/440-l,TRUE,4-40-l
4.41 L,4.41 L,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/221512/441-l,TRUE,4-41-l
4.42 L,4.42 L,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/221513/442-l,TRUE,4-42-l
4.43,4.43,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/222668/443,TRUE,4-43
4.44 M,4.44 M,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/223656/444-m,TRUE,4-44-m
4.45,4.45,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/224948/445,TRUE,4-45
4.46,4.46,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/225794/446,TRUE,4-46
4.47,4.47,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/227001/447,TRUE,4-47
S02 – The Antinium Wars (Pt.3),S02 – The Antinium Wars (Pt.3),https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/228014/s02-the-antinium-wars-pt3,TRUE,s02-the-antinium-wars-pt-3
S02 – The Antinium Wars (Pt.4),S02 – The Antinium Wars (Pt.4),https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/228944/s02-the-antinium-wars-pt4,TRUE,s02-the-antinium-wars-pt-4
S02 – The Antinium Wars (Pt.5),S02 – The Antinium Wars (Pt.5),https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/228945/s02-the-antinium-wars-pt5,TRUE,s02-the-antinium-wars-pt-5
4.48,4.48,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/231712/448,TRUE,4-48
4.49,4.49,https://www.royalroad.com/fiction/10073/the-wandering-inn/chapter/232638/449,TRUE,4-49
